1760596586.307398 server started (2384003): version next-3.7, socket /tmp/smux-1000//tmp/smux-debug.log, protocol 8
1760596586.307413 on Linux 6.16.7-arch1-1 #1 SMP PREEMPT_DYNAMIC Thu, 11 Sep 2025 17:42:36 +0000
1760596586.307419 using libevent 2.1.12-stable poll
1760596586.307420 using ncurses 6.5 20240427
1760596586.310464 cmd_parse_build_commands 0:0: resize-pane
1760596586.310465 cmd_parse_build_commands 0:1: -D
1760596586.310466 args_parse_flags: next -D
1760596586.310467 args_parse_flags: -D
1760596586.310468 args_parse: flags end at 2 of 2
1760596586.310469 cmd_parse_build_commands: resize-pane -D
1760596586.310470 args_parse_flags: next -N
1760596586.310471 args_parse_flag_argument: -N = Resize the pane down
1760596586.310471 args_parse_flags: next -r
1760596586.310473 args_parse_flags: -r
1760596586.310474 args_parse_flags: next C-Down
1760596586.310475 args_parse: flags end at 4 of 6
1760596586.310476 args_parse: 4 = C-Down (type STRING)
1760596586.310477 args_parse: 5 = resize-pane -D (type COMMANDS)
1760596586.310479 cmd_parse_build_commands: bind-key -r -N "Resize the pane down" C-Down { resize-pane -D }
1760596586.310480 cmdq_get_command: [bind-key/0x55c47eed5e10] group 690
1760596586.310481 cmdq_append <global>: [bind-key/0x55c47eed5e10]
1760596586.310482 yylex_token: end at WS
1760596586.310482 yylex_token: bind
1760596586.310483 yylex_token: end at WS
1760596586.310484 yylex_token: -N
1760596586.310485 yylex_token: end at WS
1760596586.310486 yylex_token: Resize the pane left
1760596586.310486 yylex_token: end at WS
1760596586.310487 yylex_token: -r
1760596586.310488 yylex_token: end at WS
1760596586.310489 yylex_token: C-Left
1760596586.310490 yylex_token: end at WS
1760596586.310490 yylex_token: resize-pane
1760596586.310491 yylex_token: end at WS
1760596586.310492 yylex_token: -L
1760596586.310493 cmd_parse_build_commands 0:0: bind
1760596586.310494 cmd_parse_build_commands 0:1: -N
1760596586.310495 cmd_parse_build_commands 0:2: Resize the pane left
1760596586.310496 cmd_parse_build_commands 0:3: -r
1760596586.310496 cmd_parse_build_commands 0:4: C-Left
1760596586.310497 cmd_parse_build_commands 0:5 0:0: resize-pane
1760596586.310498 cmd_parse_build_commands 0:5 0:1: -L
1760596586.310499 cmd_parse_build_commands 0:0: resize-pane
1760596586.310500 cmd_parse_build_commands 0:1: -L
1760596586.310501 args_parse_flags: next -L
1760596586.310502 args_parse_flags: -L
1760596586.310503 args_parse: flags end at 2 of 2
1760596586.310504 cmd_parse_build_commands: resize-pane -L
1760596586.310505 args_parse_flags: next -N
1760596586.310505 args_parse_flag_argument: -N = Resize the pane left
1760596586.310506 args_parse_flags: next -r
1760596586.310507 args_parse_flags: -r
1760596586.310508 args_parse_flags: next C-Left
1760596586.310509 args_parse: flags end at 4 of 6
1760596586.310509 args_parse: 4 = C-Left (type STRING)
1760596586.310510 args_parse: 5 = resize-pane -L (type COMMANDS)
1760596586.310512 cmd_parse_build_commands: bind-key -r -N "Resize the pane left" C-Left { resize-pane -L }
1760596586.310513 cmdq_get_command: [bind-key/0x55c47eed98f0] group 698
1760596586.310514 cmdq_append <global>: [bind-key/0x55c47eed98f0]
1760596586.310515 yylex_token: end at WS
1760596586.310516 yylex_token: bind
1760596586.310517 yylex_token: end at WS
1760596586.310517 yylex_token: -N
1760596586.310518 yylex_token: end at WS
1760596586.310519 yylex_token: Resize the pane right
1760596586.310520 yylex_token: end at WS
1760596586.310521 yylex_token: -r
1760596586.310521 yylex_token: end at WS
1760596586.310522 yylex_token: C-Right
1760596586.310523 yylex_token: end at WS
1760596586.310524 yylex_token: resize-pane
1760596586.310525 yylex_token: end at WS
1760596586.310525 yylex_token: -R
1760596586.310526 cmd_parse_build_commands 0:0: bind
1760596586.310527 cmd_parse_build_commands 0:1: -N
1760596586.310529 cmd_parse_build_commands 0:2: Resize the pane right
1760596586.310530 cmd_parse_build_commands 0:3: -r
1760596586.310531 cmd_parse_build_commands 0:4: C-Right
1760596586.310532 cmd_parse_build_commands 0:5 0:0: resize-pane
1760596586.310532 cmd_parse_build_commands 0:5 0:1: -R
1760596586.310535 cmd_parse_build_commands 0:0: resize-pane
1760596586.310536 cmd_parse_build_commands 0:1: -R
1760596586.310538 args_parse_flags: next -R
1760596586.310538 args_parse_flags: -R
1760596586.310539 args_parse: flags end at 2 of 2
1760596586.310540 cmd_parse_build_commands: resize-pane -R
1760596586.310541 args_parse_flags: next -N
1760596586.310542 args_parse_flag_argument: -N = Resize the pane right
1760596586.310543 args_parse_flags: next -r
1760596586.310544 args_parse_flags: -r
1760596586.310544 args_parse_flags: next C-Right
1760596586.310545 args_parse: flags end at 4 of 6
1760596586.310546 args_parse: 4 = C-Right (type STRING)
1760596586.310547 args_parse: 5 = resize-pane -R (type COMMANDS)
1760596586.310550 cmd_parse_build_commands: bind-key -r -N "Resize the pane right" C-Right { resize-pane -R }
1760596586.310551 cmdq_get_command: [bind-key/0x55c47eedcf50] group 706
1760596586.310552 cmdq_append <global>: [bind-key/0x55c47eedcf50]
1760596586.310553 yylex_token: end at WS
1760596586.310554 yylex_token: bind
1760596586.310555 yylex_token: end at WS
1760596586.310555 yylex_token: -N
1760596586.310556 yylex_token: end at WS
1760596586.310557 yylex_token: Display window menu
1760596586.310558 yylex_token: end at WS
1760596586.310559 yylex_token: <
1760596586.310559 yylex_token: end at WS
1760596586.310560 yylex_token: display-menu
1760596586.310561 yylex_token: end at WS
1760596586.310562 yylex_token: -xW
1760596586.310563 yylex_token: end at WS
1760596586.310563 yylex_token: -yW
1760596586.310564 yylex_token: end at WS
1760596586.310565 yylex_token: -T
1760596586.310566 yylex_token: end at WS
1760596586.310567 yylex_token: #[align=centre]#{window_index}:#{window_name}
1760596586.310568 yylex_token: end at WS
1760596586.310569 yylex_token: #{?#{>:#{session_windows},1},,-}Swap Left
1760596586.310570 yylex_token: end at WS
1760596586.310571 yylex_token: l
1760596586.310572 yylex_token: end at WS
1760596586.310572 yylex_token: swap-window
1760596586.310573 yylex_token: end at }
1760596586.310574 yylex_token: -t:-1
1760596586.310575 yylex_token: end at WS
1760596586.310577 yylex_token: #{?#{>:#{session_windows},1},,-}Swap Right
1760596586.310577 yylex_token: end at WS
1760596586.310578 yylex_token: r
1760596586.310579 yylex_token: end at WS
1760596586.310580 yylex_token: swap-window
1760596586.310581 yylex_token: end at }
1760596586.310582 yylex_token: -t:+1
1760596586.310583 yylex_token: end at WS
1760596586.310584 yylex_token: #{?pane_marked_set,,-}Swap Marked
1760596586.310584 yylex_token: end at WS
1760596586.310585 yylex_token: s
1760596586.310586 yylex_token: end at }
1760596586.310587 yylex_token: swap-window
1760596586.310588 yylex_token: end at WS
1760596586.310589 yylex_token: 
1760596586.310590 yylex_token: end at WS
1760596586.310590 yylex_token: Kill
1760596586.310591 yylex_token: end at WS
1760596586.310592 yylex_token: X
1760596586.310593 yylex_token: end at }
1760596586.310594 yylex_token: kill-window
1760596586.310595 yylex_token: end at WS
1760596586.310595 yylex_token: Respawn
1760596586.310596 yylex_token: end at WS
1760596586.310597 yylex_token: R
1760596586.310598 yylex_token: end at WS
1760596586.310599 yylex_token: respawn-window
1760596586.310599 yylex_token: end at }
1760596586.310600 yylex_token: -k
1760596586.310601 yylex_token: end at WS
1760596586.310602 yylex_token: #{?pane_marked,Unmark,Mark}
1760596586.310603 yylex_token: end at WS
1760596586.310604 yylex_token: m
1760596586.310605 yylex_token: end at WS
1760596586.310605 yylex_token: select-pane
1760596586.310606 yylex_token: end at }
1760596586.310607 yylex_token: -m
1760596586.310608 yylex_token: end at WS
1760596586.310609 yylex_token: Rename
1760596586.310609 yylex_token: end at WS
1760596586.310610 yylex_token: n
1760596586.310611 yylex_token: end at WS
1760596586.310612 yylex_token: command-prompt
1760596586.310613 yylex_token: end at WS
1760596586.310614 yylex_token: -FI
1760596586.310614 yylex_token: end at WS
1760596586.310615 yylex_token: #W
1760596586.310616 yylex_token: end at WS
1760596586.310617 yylex_token: rename-window
1760596586.310618 yylex_token: end at WS
1760596586.310619 yylex_token: -t
1760596586.310619 yylex_token: end at WS
1760596586.310620 yylex_token: #{window_id}
1760596586.310621 yylex_token: end at WS
1760596586.310622 yylex_token: --
1760596586.310623 yylex_token: end at }
1760596586.310623 yylex_token: %%
1760596586.310624 yylex_token: end at WS
1760596586.310625 yylex_token: 
1760596586.310626 yylex_token: end at WS
1760596586.310627 yylex_token: New After
1760596586.310628 yylex_token: end at WS
1760596586.310628 yylex_token: w
1760596586.310629 yylex_token: end at WS
1760596586.310630 yylex_token: new-window
1760596586.310631 yylex_token: end at }
1760596586.310631 yylex_token: -a
1760596586.310633 yylex_token: end at WS
1760596586.310634 yylex_token: New At End
1760596586.310635 yylex_token: end at WS
1760596586.310636 yylex_token: W
1760596586.310637 yylex_token: end at }
1760596586.310637 yylex_token: new-window
1760596586.310639 cmd_parse_build_commands 0:0: bind
1760596586.310640 cmd_parse_build_commands 0:1: -N
1760596586.310641 cmd_parse_build_commands 0:2: Display window menu
1760596586.310642 cmd_parse_build_commands 0:3: <
1760596586.310643 cmd_parse_build_commands 0:4 0:0: display-menu
1760596586.310644 cmd_parse_build_commands 0:4 0:1: -xW
1760596586.310645 cmd_parse_build_commands 0:4 0:2: -yW
1760596586.310646 cmd_parse_build_commands 0:4 0:3: -T
1760596586.310647 cmd_parse_build_commands 0:4 0:4: #[align=centre]#{window_index}:#{window_name}
1760596586.310648 cmd_parse_build_commands 0:4 0:5: #{?#{>:#{session_windows},1},,-}Swap Left
1760596586.310649 cmd_parse_build_commands 0:4 0:6: l
1760596586.310650 cmd_parse_build_commands 0:4 0:7 0:0: swap-window
1760596586.310651 cmd_parse_build_commands 0:4 0:7 0:1: -t:-1
1760596586.310652 cmd_parse_build_commands 0:4 0:8: #{?#{>:#{session_windows},1},,-}Swap Right
1760596586.310653 cmd_parse_build_commands 0:4 0:9: r
1760596586.310654 cmd_parse_build_commands 0:4 0:10 0:0: swap-window
1760596586.310655 cmd_parse_build_commands 0:4 0:10 0:1: -t:+1
1760596586.310656 cmd_parse_build_commands 0:4 0:11: #{?pane_marked_set,,-}Swap Marked
1760596586.310657 cmd_parse_build_commands 0:4 0:12: s
1760596586.310658 cmd_parse_build_commands 0:4 0:13 0:0: swap-window
1760596586.310659 cmd_parse_build_commands 0:4 0:14: 
1760596586.310659 cmd_parse_build_commands 0:4 0:15: Kill
1760596586.310660 cmd_parse_build_commands 0:4 0:16: X
1760596586.310661 cmd_parse_build_commands 0:4 0:17 0:0: kill-window
1760596586.310662 cmd_parse_build_commands 0:4 0:18: Respawn
1760596586.310663 cmd_parse_build_commands 0:4 0:19: R
1760596586.310664 cmd_parse_build_commands 0:4 0:20 0:0: respawn-window
1760596586.310665 cmd_parse_build_commands 0:4 0:20 0:1: -k
1760596586.310666 cmd_parse_build_commands 0:4 0:21: #{?pane_marked,Unmark,Mark}
1760596586.310667 cmd_parse_build_commands 0:4 0:22: m
1760596586.310668 cmd_parse_build_commands 0:4 0:23 0:0: select-pane
1760596586.310669 cmd_parse_build_commands 0:4 0:23 0:1: -m
1760596586.310670 cmd_parse_build_commands 0:4 0:24: Rename
1760596586.310671 cmd_parse_build_commands 0:4 0:25: n
1760596586.310671 cmd_parse_build_commands 0:4 0:26 0:0: command-prompt
1760596586.310672 cmd_parse_build_commands 0:4 0:26 0:1: -FI
1760596586.310673 cmd_parse_build_commands 0:4 0:26 0:2: #W
1760596586.310674 cmd_parse_build_commands 0:4 0:26 0:3 0:0: rename-window
1760596586.310675 cmd_parse_build_commands 0:4 0:26 0:3 0:1: -t
1760596586.310676 cmd_parse_build_commands 0:4 0:26 0:3 0:2: #{window_id}
1760596586.310677 cmd_parse_build_commands 0:4 0:26 0:3 0:3: --
1760596586.310678 cmd_parse_build_commands 0:4 0:26 0:3 0:4: %%
1760596586.310679 cmd_parse_build_commands 0:4 0:27: 
1760596586.310680 cmd_parse_build_commands 0:4 0:28: New After
1760596586.310681 cmd_parse_build_commands 0:4 0:29: w
1760596586.310682 cmd_parse_build_commands 0:4 0:30 0:0: new-window
1760596586.310683 cmd_parse_build_commands 0:4 0:30 0:1: -a
1760596586.310684 cmd_parse_build_commands 0:4 0:31: New At End
1760596586.310684 cmd_parse_build_commands 0:4 0:32: W
1760596586.310685 cmd_parse_build_commands 0:4 0:33 0:0: new-window
1760596586.310687 cmd_parse_build_commands 0:0: display-menu
1760596586.310687 cmd_parse_build_commands 0:1: -xW
1760596586.310688 cmd_parse_build_commands 0:2: -yW
1760596586.310689 cmd_parse_build_commands 0:3: -T
1760596586.310690 cmd_parse_build_commands 0:4: #[align=centre]#{window_index}:#{window_name}
1760596586.310691 cmd_parse_build_commands 0:5: #{?#{>:#{session_windows},1},,-}Swap Left
1760596586.310692 cmd_parse_build_commands 0:6: l
1760596586.310693 cmd_parse_build_commands 0:7 0:0: swap-window
1760596586.310694 cmd_parse_build_commands 0:7 0:1: -t:-1
1760596586.310695 cmd_parse_build_commands 0:8: #{?#{>:#{session_windows},1},,-}Swap Right
1760596586.310697 cmd_parse_build_commands 0:9: r
1760596586.310698 cmd_parse_build_commands 0:10 0:0: swap-window
1760596586.310699 cmd_parse_build_commands 0:10 0:1: -t:+1
1760596586.310700 cmd_parse_build_commands 0:11: #{?pane_marked_set,,-}Swap Marked
1760596586.310701 cmd_parse_build_commands 0:12: s
1760596586.310702 cmd_parse_build_commands 0:13 0:0: swap-window
1760596586.310702 cmd_parse_build_commands 0:14: 
1760596586.310703 cmd_parse_build_commands 0:15: Kill
1760596586.310704 cmd_parse_build_commands 0:16: X
1760596586.310705 cmd_parse_build_commands 0:17 0:0: kill-window
1760596586.310706 cmd_parse_build_commands 0:18: Respawn
1760596586.310707 cmd_parse_build_commands 0:19: R
1760596586.310708 cmd_parse_build_commands 0:20 0:0: respawn-window
1760596586.310709 cmd_parse_build_commands 0:20 0:1: -k
1760596586.310710 cmd_parse_build_commands 0:21: #{?pane_marked,Unmark,Mark}
1760596586.310711 cmd_parse_build_commands 0:22: m
1760596586.310712 cmd_parse_build_commands 0:23 0:0: select-pane
1760596586.310713 cmd_parse_build_commands 0:23 0:1: -m
1760596586.310713 cmd_parse_build_commands 0:24: Rename
1760596586.310714 cmd_parse_build_commands 0:25: n
1760596586.310715 cmd_parse_build_commands 0:26 0:0: command-prompt
1760596586.310716 cmd_parse_build_commands 0:26 0:1: -FI
1760596586.310717 cmd_parse_build_commands 0:26 0:2: #W
1760596586.310718 cmd_parse_build_commands 0:26 0:3 0:0: rename-window
1760596586.310719 cmd_parse_build_commands 0:26 0:3 0:1: -t
1760596586.310720 cmd_parse_build_commands 0:26 0:3 0:2: #{window_id}
1760596586.310721 cmd_parse_build_commands 0:26 0:3 0:3: --
1760596586.310722 cmd_parse_build_commands 0:26 0:3 0:4: %%
1760596586.310723 cmd_parse_build_commands 0:27: 
1760596586.310723 cmd_parse_build_commands 0:28: New After
1760596586.310724 cmd_parse_build_commands 0:29: w
1760596586.310725 cmd_parse_build_commands 0:30 0:0: new-window
1760596586.310726 cmd_parse_build_commands 0:30 0:1: -a
1760596586.310727 cmd_parse_build_commands 0:31: New At End
1760596586.310728 cmd_parse_build_commands 0:32: W
1760596586.310729 cmd_parse_build_commands 0:33 0:0: new-window
1760596586.310731 cmd_parse_build_commands 0:0: swap-window
1760596586.310732 cmd_parse_build_commands 0:1: -t:-1
1760596586.310733 args_parse_flags: next -t:-1
1760596586.310734 args_parse_flag_argument: -t = :-1
1760596586.310735 args_parse: flags end at 2 of 2
1760596586.310736 cmd_parse_build_commands: swap-window -t :-1
1760596586.310737 cmd_parse_build_commands 0:0: swap-window
1760596586.310738 cmd_parse_build_commands 0:1: -t:+1
1760596586.310740 args_parse_flags: next -t:+1
1760596586.310741 args_parse_flag_argument: -t = :+1
1760596586.310741 args_parse: flags end at 2 of 2
1760596586.310743 cmd_parse_build_commands: swap-window -t :+1
1760596586.310744 cmd_parse_build_commands 0:0: swap-window
1760596586.310746 args_parse: flags end at 1 of 1
1760596586.310747 cmd_parse_build_commands: swap-window
1760596586.310748 cmd_parse_build_commands 0:0: kill-window
1760596586.310749 args_parse: flags end at 1 of 1
1760596586.310750 cmd_parse_build_commands: kill-window
1760596586.310751 cmd_parse_build_commands 0:0: respawn-window
1760596586.310752 cmd_parse_build_commands 0:1: -k
1760596586.310754 args_parse_flags: next -k
1760596586.310755 args_parse_flags: -k
1760596586.310755 args_parse: flags end at 2 of 2
1760596586.310757 cmd_parse_build_commands: respawn-window -k
1760596586.310758 cmd_parse_build_commands 0:0: select-pane
1760596586.310759 cmd_parse_build_commands 0:1: -m
1760596586.310760 args_parse_flags: next -m
1760596586.310761 args_parse_flags: -m
1760596586.310762 args_parse: flags end at 2 of 2
1760596586.310763 cmd_parse_build_commands: select-pane -m
1760596586.310766 cmd_parse_build_commands 0:0: command-prompt
1760596586.310767 cmd_parse_build_commands 0:1: -FI
1760596586.310768 cmd_parse_build_commands 0:2: #W
1760596586.310769 cmd_parse_build_commands 0:3 0:0: rename-window
1760596586.310770 cmd_parse_build_commands 0:3 0:1: -t
1760596586.310771 cmd_parse_build_commands 0:3 0:2: #{window_id}
1760596586.310772 cmd_parse_build_commands 0:3 0:3: --
1760596586.310773 cmd_parse_build_commands 0:3 0:4: %%
1760596586.310775 cmd_parse_build_commands 0:0: rename-window
1760596586.310775 cmd_parse_build_commands 0:1: -t
1760596586.310776 cmd_parse_build_commands 0:2: #{window_id}
1760596586.310777 cmd_parse_build_commands 0:3: --
1760596586.310778 cmd_parse_build_commands 0:4: %%
1760596586.310780 args_parse_flags: next -t
1760596586.310781 args_parse_flag_argument: -t = #{window_id}
1760596586.310781 args_parse_flags: next --
1760596586.310782 args_parse: flags end at 4 of 5
1760596586.310783 args_parse: 4 = %% (type STRING)
1760596586.310785 cmd_parse_build_commands: rename-window -t "#{window_id}" "%%"
1760596586.310786 args_parse_flags: next -FI
1760596586.310787 args_parse_flags: -F
1760596586.310787 args_parse_flag_argument: -I = #W
1760596586.310788 args_parse: flags end at 3 of 4
1760596586.310790 args_parse: 3 = rename-window -t "#{window_id}" "%%" (type COMMANDS)
1760596586.310792 cmd_parse_build_commands: command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" }
1760596586.310794 cmd_parse_build_commands 0:0: new-window
1760596586.310795 cmd_parse_build_commands 0:1: -a
1760596586.310796 args_parse_flags: next -a
1760596586.310797 args_parse_flags: -a
1760596586.310797 args_parse: flags end at 2 of 2
1760596586.310799 cmd_parse_build_commands: new-window -a
1760596586.310800 cmd_parse_build_commands 0:0: new-window
1760596586.310801 args_parse: flags end at 1 of 1
1760596586.310802 cmd_parse_build_commands: new-window
1760596586.310803 args_parse_flags: next -xW
1760596586.310804 args_parse_flag_argument: -x = W
1760596586.310805 args_parse_flags: next -yW
1760596586.310806 args_parse_flag_argument: -y = W
1760596586.310807 args_parse_flags: next -T
1760596586.310808 args_parse_flag_argument: -T = #[align=centre]#{window_index}:#{window_name}
1760596586.310809 args_parse_flags: next #{?#{>:#{session_windows},1},,-}Swap Left
1760596586.310810 args_parse: flags end at 5 of 34
1760596586.310811 args_parse: 5 = #{?#{>:#{session_windows},1},,-}Swap Left (type STRING)
1760596586.310812 args_parse: 6 = l (type STRING)
1760596586.310813 args_parse: 7 = swap-window -t :-1 (type COMMANDS)
1760596586.310814 args_parse: 8 = #{?#{>:#{session_windows},1},,-}Swap Right (type STRING)
1760596586.310815 args_parse: 9 = r (type STRING)
1760596586.310817 args_parse: 10 = swap-window -t :+1 (type COMMANDS)
1760596586.310818 args_parse: 11 = #{?pane_marked_set,,-}Swap Marked (type STRING)
1760596586.310819 args_parse: 12 = s (type STRING)
1760596586.310820 args_parse: 13 = swap-window (type COMMANDS)
1760596586.310821 args_parse: 14 =  (type STRING)
1760596586.310822 args_parse: 15 = Kill (type STRING)
1760596586.310823 args_parse: 16 = X (type STRING)
1760596586.310824 args_parse: 17 = kill-window (type COMMANDS)
1760596586.310825 args_parse: 18 = Respawn (type STRING)
1760596586.310825 args_parse: 19 = R (type STRING)
1760596586.310827 args_parse: 20 = respawn-window -k (type COMMANDS)
1760596586.310828 args_parse: 21 = #{?pane_marked,Unmark,Mark} (type STRING)
1760596586.310829 args_parse: 22 = m (type STRING)
1760596586.310830 args_parse: 23 = select-pane -m (type COMMANDS)
1760596586.310831 args_parse: 24 = Rename (type STRING)
1760596586.310832 args_parse: 25 = n (type STRING)
1760596586.310834 args_parse: 26 = command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } (type COMMANDS)
1760596586.310835 args_parse: 27 =  (type STRING)
1760596586.310836 args_parse: 28 = New After (type STRING)
1760596586.310837 args_parse: 29 = w (type STRING)
1760596586.310838 args_parse: 30 = new-window -a (type COMMANDS)
1760596586.310840 args_parse: 31 = New At End (type STRING)
1760596586.310842 args_parse: 32 = W (type STRING)
1760596586.310843 args_parse: 33 = new-window (type COMMANDS)
1760596586.310856 cmd_parse_build_commands: display-menu -T "#[align=centre]#{window_index}:#{window_name}" -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window }
1760596586.310858 args_parse_flags: next -N
1760596586.310859 args_parse_flag_argument: -N = Display window menu
1760596586.310860 args_parse_flags: next <
1760596586.310861 args_parse: flags end at 3 of 5
1760596586.310862 args_parse: 3 = < (type STRING)
1760596586.310873 args_parse: 4 = display-menu -T "#[align=centre]#{window_index}:#{window_name}" -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window } (type COMMANDS)
1760596586.310885 cmd_parse_build_commands: bind-key -N "Display window menu" < { display-menu -T "#[align=centre]#{window_index}:#{window_name}" -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window } }
1760596586.310887 cmdq_get_command: [bind-key/0x55c47eed8f40] group 714
1760596586.310888 cmdq_append <global>: [bind-key/0x55c47eed8f40]
1760596586.310889 yylex_token: end at WS
1760596586.310890 yylex_token: bind
1760596586.310891 yylex_token: end at WS
1760596586.310891 yylex_token: -N
1760596586.310892 yylex_token: end at WS
1760596586.310893 yylex_token: Display pane menu
1760596586.310894 yylex_token: end at WS
1760596586.310895 yylex_token: >
1760596586.310896 yylex_token: end at WS
1760596586.310896 yylex_token: display-menu
1760596586.310897 yylex_token: end at WS
1760596586.310898 yylex_token: -xP
1760596586.310899 yylex_token: end at WS
1760596586.310900 yylex_token: -yP
1760596586.310900 yylex_token: end at WS
1760596586.310901 yylex_token: -T
1760596586.310902 yylex_token: end at WS
1760596586.310903 yylex_token: #[align=centre]#{pane_index} (#{pane_id})
1760596586.310904 yylex_token: end at WS
1760596586.310905 yylex_token: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1760596586.310906 yylex_token: end at WS
1760596586.310907 yylex_token: <
1760596586.310908 yylex_token: end at WS
1760596586.310909 yylex_token: send
1760596586.310909 yylex_token: end at WS
1760596586.310910 yylex_token: -X
1760596586.310911 yylex_token: end at }
1760596586.310912 yylex_token: history-top
1760596586.310913 yylex_token: end at WS
1760596586.310914 yylex_token: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}
1760596586.310915 yylex_token: end at WS
1760596586.310916 yylex_token: >
1760596586.310916 yylex_token: end at WS
1760596586.310917 yylex_token: send
1760596586.310918 yylex_token: end at WS
1760596586.310919 yylex_token: -X
1760596586.310920 yylex_token: end at }
1760596586.310920 yylex_token: history-bottom
1760596586.310921 yylex_token: end at WS
1760596586.310922 yylex_token: 
1760596586.310923 yylex_token: end at WS
1760596586.310924 yylex_token: #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}
1760596586.310925 yylex_token: end at WS
1760596586.310926 yylex_token: C-r
1760596586.310927 yylex_token: end at WS
1760596586.310927 yylex_token: if
1760596586.310928 yylex_token: end at WS
1760596586.310929 yylex_token: -F
1760596586.310930 yylex_token: end at WS
1760596586.310931 yylex_token: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1760596586.310933 yylex_token: end at ;
1760596586.310934 yylex_token: copy-mode -t=
1760596586.310935 yylex_token: end at WS
1760596586.310936 yylex_token: send
1760596586.310937 yylex_token: end at WS
1760596586.310938 yylex_token: -Xt=
1760596586.310938 yylex_token: end at WS
1760596586.310939 yylex_token: search-backward
1760596586.310940 yylex_token: end at WS
1760596586.310941 yylex_token: --
1760596586.310942 yylex_token: end at }
1760596586.310943 yylex_token: #{q:mouse_word}
1760596586.310944 yylex_token: end at WS
1760596586.310945 yylex_token: #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}
1760596586.310946 yylex_token: end at WS
1760596586.310947 yylex_token: C-y
1760596586.310948 yylex_token: end at WS
1760596586.310948 yylex_token: copy-mode
1760596586.310949 yylex_token: end at ;
1760596586.310950 yylex_token: -q
1760596586.310951 yylex_token: end at WS
1760596586.310952 yylex_token: send-keys
1760596586.310953 yylex_token: end at WS
1760596586.310953 yylex_token: -l
1760596586.310954 yylex_token: end at WS
1760596586.310955 yylex_token: --
1760596586.310956 yylex_token: end at }
1760596586.310957 yylex_token: #{q:mouse_word}
1760596586.310958 yylex_token: end at WS
1760596586.310960 yylex_token: #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}
1760596586.310961 yylex_token: end at WS
1760596586.310962 yylex_token: c
1760596586.310963 yylex_token: end at WS
1760596586.310963 yylex_token: copy-mode
1760596586.310964 yylex_token: end at ;
1760596586.310965 yylex_token: -q
1760596586.310966 yylex_token: end at WS
1760596586.310967 yylex_token: set-buffer
1760596586.310967 yylex_token: end at WS
1760596586.310968 yylex_token: --
1760596586.310969 yylex_token: end at }
1760596586.310970 yylex_token: #{q:mouse_word}
1760596586.310971 yylex_token: end at WS
1760596586.310972 yylex_token: #{?mouse_line,Copy Line,}
1760596586.310973 yylex_token: end at WS
1760596586.310974 yylex_token: l
1760596586.310974 yylex_token: end at WS
1760596586.310975 yylex_token: copy-mode
1760596586.310976 yylex_token: end at ;
1760596586.310977 yylex_token: -q
1760596586.310978 yylex_token: end at WS
1760596586.310978 yylex_token: set-buffer
1760596586.310979 yylex_token: end at WS
1760596586.310980 yylex_token: --
1760596586.310981 yylex_token: end at }
1760596586.310982 yylex_token: #{q:mouse_line}
1760596586.310982 yylex_token: end at WS
1760596586.310983 yylex_token: 
1760596586.310984 yylex_token: end at WS
1760596586.310985 yylex_token: #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}
1760596586.310986 yylex_token: end at WS
1760596586.310987 yylex_token: C-h
1760596586.310988 yylex_token: end at WS
1760596586.310989 yylex_token: copy-mode
1760596586.310989 yylex_token: end at ;
1760596586.310990 yylex_token: -q
