1760510186.352255 server started (412975): version next-3.7, socket /tmp/smux-1000/default, protocol 8
1760510186.352271 on Linux 6.16.7-arch1-1 #1 SMP PREEMPT_DYNAMIC Thu, 11 Sep 2025 17:42:36 +0000
1760510186.352278 using libevent 2.1.12-stable poll
1760510186.352279 using ncurses 6.5 20240427
1760510186.356135 cmd_parse_build_commands 0:0: copy-mode
1760510186.356136 cmd_parse_build_commands 0:1: -q
1760510186.356137 cmd_parse_build_commands 1:0: send-keys
1760510186.356137 cmd_parse_build_commands 1:1: -l
1760510186.356138 cmd_parse_build_commands 1:2: --
1760510186.356139 cmd_parse_build_commands 1:3: #{q:mouse_word}
1760510186.356140 args_parse_flags: next -q
1760510186.356141 args_parse_flags: -q
1760510186.356142 args_parse: flags end at 2 of 2
1760510186.356144 args_parse_flags: next -l
1760510186.356144 args_parse_flags: -l
1760510186.356145 args_parse_flags: next --
1760510186.356146 args_parse: flags end at 3 of 4
1760510186.356147 args_parse: 3 = #{q:mouse_word} (type STRING)
1760510186.356149 cmd_parse_build_commands: copy-mode -q ; send-keys -l "#{q:mouse_word}"
1760510186.356150 cmd_parse_build_commands 0:0: copy-mode
1760510186.356150 cmd_parse_build_commands 0:1: -q
1760510186.356151 cmd_parse_build_commands 1:0: set-buffer
1760510186.356152 cmd_parse_build_commands 1:1: --
1760510186.356153 cmd_parse_build_commands 1:2: #{q:mouse_word}
1760510186.356154 args_parse_flags: next -q
1760510186.356155 args_parse_flags: -q
1760510186.356156 args_parse: flags end at 2 of 2
1760510186.356157 args_parse_flags: next --
1760510186.356158 args_parse: flags end at 2 of 3
1760510186.356159 args_parse: 2 = #{q:mouse_word} (type STRING)
1760510186.356160 cmd_parse_build_commands: copy-mode -q ; set-buffer "#{q:mouse_word}"
1760510186.356162 cmd_parse_build_commands 0:0: copy-mode
1760510186.356163 cmd_parse_build_commands 0:1: -q
1760510186.356164 cmd_parse_build_commands 1:0: set-buffer
1760510186.356165 cmd_parse_build_commands 1:1: --
1760510186.356166 cmd_parse_build_commands 1:2: #{q:mouse_line}
1760510186.356167 args_parse_flags: next -q
1760510186.356167 args_parse_flags: -q
1760510186.356168 args_parse: flags end at 2 of 2
1760510186.356169 args_parse_flags: next --
1760510186.356170 args_parse: flags end at 2 of 3
1760510186.356171 args_parse: 2 = #{q:mouse_line} (type STRING)
1760510186.356172 cmd_parse_build_commands: copy-mode -q ; set-buffer "#{q:mouse_line}"
1760510186.356174 cmd_parse_build_commands 0:0: copy-mode
1760510186.356175 cmd_parse_build_commands 0:1: -q
1760510186.356176 cmd_parse_build_commands 1:0: send-keys
1760510186.356177 cmd_parse_build_commands 1:1: -l
1760510186.356178 cmd_parse_build_commands 1:2: --
1760510186.356178 cmd_parse_build_commands 1:3: #{q:mouse_hyperlink}
1760510186.356180 args_parse_flags: next -q
1760510186.356180 args_parse_flags: -q
1760510186.356181 args_parse: flags end at 2 of 2
1760510186.356183 args_parse_flags: next -l
1760510186.356183 args_parse_flags: -l
1760510186.356184 args_parse_flags: next --
1760510186.356185 args_parse: flags end at 3 of 4
1760510186.356186 args_parse: 3 = #{q:mouse_hyperlink} (type STRING)
1760510186.356188 cmd_parse_build_commands: copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}"
1760510186.356189 cmd_parse_build_commands 0:0: copy-mode
1760510186.356190 cmd_parse_build_commands 0:1: -q
1760510186.356191 cmd_parse_build_commands 1:0: set-buffer
1760510186.356192 cmd_parse_build_commands 1:1: --
1760510186.356192 cmd_parse_build_commands 1:2: #{q:mouse_hyperlink}
1760510186.356193 args_parse_flags: next -q
1760510186.356194 args_parse_flags: -q
1760510186.356195 args_parse: flags end at 2 of 2
1760510186.356196 args_parse_flags: next --
1760510186.356197 args_parse: flags end at 2 of 3
1760510186.356198 args_parse: 2 = #{q:mouse_hyperlink} (type STRING)
1760510186.356200 cmd_parse_build_commands: copy-mode -q ; set-buffer "#{q:mouse_hyperlink}"
1760510186.356201 cmd_parse_build_commands 0:0: split-window
1760510186.356202 cmd_parse_build_commands 0:1: -h
1760510186.356203 args_parse_flags: next -h
1760510186.356204 args_parse_flags: -h
1760510186.356205 args_parse: flags end at 2 of 2
1760510186.356206 cmd_parse_build_commands: split-window -h
1760510186.356208 cmd_parse_build_commands 0:0: split-window
1760510186.356208 cmd_parse_build_commands 0:1: -v
1760510186.356210 args_parse_flags: next -v
1760510186.356211 args_parse_flags: -v
1760510186.356211 args_parse: flags end at 2 of 2
1760510186.356212 cmd_parse_build_commands: split-window -v
1760510186.356214 cmd_parse_build_commands 0:0: swap-pane
1760510186.356215 cmd_parse_build_commands 0:1: -U
1760510186.356217 args_parse_flags: next -U
1760510186.356218 args_parse_flags: -U
1760510186.356218 args_parse: flags end at 2 of 2
1760510186.356220 cmd_parse_build_commands: swap-pane -U
1760510186.356221 cmd_parse_build_commands 0:0: swap-pane
1760510186.356222 cmd_parse_build_commands 0:1: -D
1760510186.356224 args_parse_flags: next -D
1760510186.356224 args_parse_flags: -D
1760510186.356225 args_parse: flags end at 2 of 2
1760510186.356226 cmd_parse_build_commands: swap-pane -D
1760510186.356228 cmd_parse_build_commands 0:0: swap-pane
1760510186.356229 args_parse: flags end at 1 of 1
1760510186.356230 cmd_parse_build_commands: swap-pane
1760510186.356231 cmd_parse_build_commands 0:0: kill-pane
1760510186.356232 args_parse: flags end at 1 of 1
1760510186.356233 cmd_parse_build_commands: kill-pane
1760510186.356235 cmd_parse_build_commands 0:0: respawn-pane
1760510186.356235 cmd_parse_build_commands 0:1: -k
1760510186.356237 args_parse_flags: next -k
1760510186.356237 args_parse_flags: -k
1760510186.356238 args_parse: flags end at 2 of 2
1760510186.356239 cmd_parse_build_commands: respawn-pane -k
1760510186.356241 cmd_parse_build_commands 0:0: select-pane
1760510186.356242 cmd_parse_build_commands 0:1: -m
1760510186.356244 args_parse_flags: next -m
1760510186.356245 args_parse_flags: -m
1760510186.356246 args_parse: flags end at 2 of 2
1760510186.356247 cmd_parse_build_commands: select-pane -m
1760510186.356248 cmd_parse_build_commands 0:0: resize-pane
1760510186.356249 cmd_parse_build_commands 0:1: -Z
1760510186.356250 args_parse_flags: next -Z
1760510186.356251 args_parse_flags: -Z
1760510186.356252 args_parse: flags end at 2 of 2
1760510186.356253 cmd_parse_build_commands: resize-pane -Z
1760510186.356254 args_parse_flags: next -xP
1760510186.356255 args_parse_flag_argument: -x = P
1760510186.356256 args_parse_flags: next -yP
1760510186.356257 args_parse_flag_argument: -y = P
1760510186.356257 args_parse_flags: next -T
1760510186.356258 args_parse_flag_argument: -T = #[align=centre]#{pane_index} (#{pane_id})
1760510186.356259 args_parse_flags: next #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1760510186.356260 args_parse: flags end at 5 of 61
1760510186.356261 args_parse: 5 = #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,} (type STRING)
1760510186.356262 args_parse: 6 = < (type STRING)
1760510186.356264 args_parse: 7 = send-keys -X history-top (type COMMANDS)
1760510186.356265 args_parse: 8 = #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,} (type STRING)
1760510186.356266 args_parse: 9 = > (type STRING)
1760510186.356267 args_parse: 10 = send-keys -X history-bottom (type COMMANDS)
1760510186.356268 args_parse: 11 =  (type STRING)
1760510186.356269 args_parse: 12 = #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},} (type STRING)
1760510186.356270 args_parse: 13 = C-r (type STRING)
1760510186.356274 args_parse: 14 = if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward -- "#{q:mouse_word}" (type COMMANDS)
1760510186.356275 args_parse: 15 = #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},} (type STRING)
1760510186.356276 args_parse: 16 = C-y (type STRING)
1760510186.356277 args_parse: 17 = copy-mode -q ; send-keys -l "#{q:mouse_word}" (type COMMANDS)
1760510186.356278 args_parse: 18 = #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},} (type STRING)
1760510186.356279 args_parse: 19 = c (type STRING)
1760510186.356281 args_parse: 20 = copy-mode -q ; set-buffer "#{q:mouse_word}" (type COMMANDS)
1760510186.356282 args_parse: 21 = #{?mouse_line,Copy Line,} (type STRING)
1760510186.356283 args_parse: 22 = l (type STRING)
1760510186.356284 args_parse: 23 = copy-mode -q ; set-buffer "#{q:mouse_line}" (type COMMANDS)
1760510186.356285 args_parse: 24 =  (type STRING)
1760510186.356286 args_parse: 25 = #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},} (type STRING)
1760510186.356287 args_parse: 26 = C-h (type STRING)
1760510186.356289 args_parse: 27 = copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" (type COMMANDS)
1760510186.356290 args_parse: 28 = #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},} (type STRING)
1760510186.356291 args_parse: 29 = h (type STRING)
1760510186.356292 args_parse: 30 = copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" (type COMMANDS)
1760510186.356294 args_parse: 31 =  (type STRING)
1760510186.356295 args_parse: 32 = Horizontal Split (type STRING)
1760510186.356296 args_parse: 33 = h (type STRING)
1760510186.356297 args_parse: 34 = split-window -h (type COMMANDS)
1760510186.356299 args_parse: 35 = Vertical Split (type STRING)
1760510186.356300 args_parse: 36 = v (type STRING)
1760510186.356301 args_parse: 37 = split-window -v (type COMMANDS)
1760510186.356302 args_parse: 38 =  (type STRING)
1760510186.356304 args_parse: 39 = #{?#{>:#{window_panes},1},,-}Swap Up (type STRING)
1760510186.356305 args_parse: 40 = u (type STRING)
1760510186.356306 args_parse: 41 = swap-pane -U (type COMMANDS)
1760510186.356307 args_parse: 42 = #{?#{>:#{window_panes},1},,-}Swap Down (type STRING)
1760510186.356308 args_parse: 43 = d (type STRING)
1760510186.356310 args_parse: 44 = swap-pane -D (type COMMANDS)
1760510186.356311 args_parse: 45 = #{?pane_marked_set,,-}Swap Marked (type STRING)
1760510186.356313 args_parse: 46 = s (type STRING)
1760510186.356314 args_parse: 47 = swap-pane (type COMMANDS)
1760510186.356315 args_parse: 48 =  (type STRING)
1760510186.356316 args_parse: 49 = Kill (type STRING)
1760510186.356317 args_parse: 50 = X (type STRING)
1760510186.356319 args_parse: 51 = kill-pane (type COMMANDS)
1760510186.356320 args_parse: 52 = Respawn (type STRING)
1760510186.356321 args_parse: 53 = R (type STRING)
1760510186.356322 args_parse: 54 = respawn-pane -k (type COMMANDS)
1760510186.356323 args_parse: 55 = #{?pane_marked,Unmark,Mark} (type STRING)
1760510186.356324 args_parse: 56 = m (type STRING)
1760510186.356325 args_parse: 57 = select-pane -m (type COMMANDS)
1760510186.356327 args_parse: 58 = #{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom} (type STRING)
1760510186.356328 args_parse: 59 = z (type STRING)
1760510186.356329 args_parse: 60 = resize-pane -Z (type COMMANDS)
1760510186.356354 cmd_parse_build_commands: display-menu -T "#[align=centre]#{pane_index} (#{pane_id})" -x P -y P "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}" < { send-keys -X history-top } "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}" > { send-keys -X history-bottom } '' "#{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}" C-r { if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward -- "#{q:mouse_word}" } "#{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}" C-y { copy-mode -q ; send-keys -l "#{q:mouse_word}" } "#{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}" c { copy-mode -q ; set-buffer "#{q:mouse_word}" } "#{?mouse_line,Copy Line,}" l { copy-mode -q ; set-buffer "#{q:mouse_line}" } '' "#{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}" C-h { copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" } "#{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}" h { copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" } '' "Horizontal Split" h { split-window -h } "Vertical Split" v { split-window -v } '' "#{?#{>:#{window_panes},1},,-}Swap Up" u { swap-pane -U } "#{?#{>:#{window_panes},1},,-}Swap Down" d { swap-pane -D } "#{?pane_marked_set,,-}Swap Marked" s { swap-pane } '' Kill X { kill-pane } Respawn R { respawn-pane -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } "#{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}" z { resize-pane -Z }
1760510186.356355 args_parse_flags: next -N
1760510186.356356 args_parse_flag_argument: -N = Display pane menu
1760510186.356357 args_parse_flags: next >
1760510186.356358 args_parse: flags end at 3 of 5
1760510186.356359 args_parse: 3 = > (type STRING)
1760510186.356381 args_parse: 4 = display-menu -T "#[align=centre]#{pane_index} (#{pane_id})" -x P -y P "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}" < { send-keys -X history-top } "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}" > { send-keys -X history-bottom } '' "#{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}" C-r { if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward -- "#{q:mouse_word}" } "#{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}" C-y { copy-mode -q ; send-keys -l "#{q:mouse_word}" } "#{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}" c { copy-mode -q ; set-buffer "#{q:mouse_word}" } "#{?mouse_line,Copy Line,}" l { copy-mode -q ; set-buffer "#{q:mouse_line}" } '' "#{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}" C-h { copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" } "#{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}" h { copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" } '' "Horizontal Split" h { split-window -h } "Vertical Split" v { split-window -v } '' "#{?#{>:#{window_panes},1},,-}Swap Up" u { swap-pane -U } "#{?#{>:#{window_panes},1},,-}Swap Down" d { swap-pane -D } "#{?pane_marked_set,,-}Swap Marked" s { swap-pane } '' Kill X { kill-pane } Respawn R { respawn-pane -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } "#{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}" z { resize-pane -Z } (type COMMANDS)
1760510186.356404 cmd_parse_build_commands: bind-key -N "Display pane menu" > { display-menu -T "#[align=centre]#{pane_index} (#{pane_id})" -x P -y P "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}" < { send-keys -X history-top } "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}" > { send-keys -X history-bottom } '' "#{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}" C-r { if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward -- "#{q:mouse_word}" } "#{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}" C-y { copy-mode -q ; send-keys -l "#{q:mouse_word}" } "#{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}" c { copy-mode -q ; set-buffer "#{q:mouse_word}" } "#{?mouse_line,Copy Line,}" l { copy-mode -q ; set-buffer "#{q:mouse_line}" } '' "#{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}" C-h { copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" } "#{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}" h { copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" } '' "Horizontal Split" h { split-window -h } "Vertical Split" v { split-window -v } '' "#{?#{>:#{window_panes},1},,-}Swap Up" u { swap-pane -U } "#{?#{>:#{window_panes},1},,-}Swap Down" d { swap-pane -D } "#{?pane_marked_set,,-}Swap Marked" s { swap-pane } '' Kill X { kill-pane } Respawn R { respawn-pane -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } "#{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}" z { resize-pane -Z } }
1760510186.356407 cmdq_get_command: [bind-key/0x55da559a4e00] group 762
1760510186.356408 cmdq_append <global>: [bind-key/0x55da559a4e00]
1760510186.356409 yylex_token: end at WS
1760510186.356410 yylex_token: bind
1760510186.356411 yylex_token: end at WS
1760510186.356412 yylex_token: -n
1760510186.356413 yylex_token: end at WS
1760510186.356414 yylex_token: MouseDown1Pane
1760510186.356414 yylex_token: end at WS
1760510186.356415 yylex_token: select-pane
1760510186.356416 yylex_token: end at ;
1760510186.356417 yylex_token: -t=
1760510186.356418 yylex_token: end at WS
1760510186.356418 yylex_token: send
1760510186.356419 yylex_token: end at WS
1760510186.356420 yylex_token: -M
1760510186.356431 cmd_parse_build_commands 0:0: bind
1760510186.356432 cmd_parse_build_commands 0:1: -n
1760510186.356432 cmd_parse_build_commands 0:2: MouseDown1Pane
1760510186.356433 cmd_parse_build_commands 0:3 0:0: select-pane
1760510186.356434 cmd_parse_build_commands 0:3 0:1: -t=
1760510186.356435 cmd_parse_build_commands 0:3 1:0: send
1760510186.356436 cmd_parse_build_commands 0:3 1:1: -M
1760510186.356437 cmd_parse_build_commands 0:0: select-pane
1760510186.356438 cmd_parse_build_commands 0:1: -t=
1760510186.356439 cmd_parse_build_commands 1:0: send
1760510186.356440 cmd_parse_build_commands 1:1: -M
1760510186.356441 args_parse_flags: next -t=
1760510186.356442 args_parse_flag_argument: -t = =
1760510186.356443 args_parse: flags end at 2 of 2
1760510186.356444 args_parse_flags: next -M
1760510186.356445 args_parse_flags: -M
1760510186.356446 args_parse: flags end at 2 of 2
1760510186.356447 cmd_parse_build_commands: select-pane -t = ; send-keys -M
1760510186.356448 args_parse_flags: next -n
1760510186.356449 args_parse_flags: -n
1760510186.356449 args_parse_flags: next MouseDown1Pane
1760510186.356450 args_parse: flags end at 2 of 4
1760510186.356451 args_parse: 2 = MouseDown1Pane (type STRING)
1760510186.356453 args_parse: 3 = select-pane -t = ; send-keys -M (type COMMANDS)
1760510186.356455 cmd_parse_build_commands: bind-key -n MouseDown1Pane { select-pane -t = ; send-keys -M }
1760510186.356456 cmdq_get_command: [bind-key/0x55da559a3600] group 844
1760510186.356457 cmdq_append <global>: [bind-key/0x55da559a3600]
1760510186.356458 yylex_token: end at WS
1760510186.356458 yylex_token: bind
1760510186.356459 yylex_token: end at WS
1760510186.356460 yylex_token: -n
1760510186.356461 yylex_token: end at WS
1760510186.356462 yylex_token: MouseDrag1Pane
1760510186.356463 yylex_token: end at WS
1760510186.356464 yylex_token: if
1760510186.356465 yylex_token: end at WS
1760510186.356466 yylex_token: -F
1760510186.356467 yylex_token: end at WS
1760510186.356468 yylex_token: #{||:#{pane_in_mode},#{mouse_any_flag}}
1760510186.356468 yylex_token: end at WS
1760510186.356469 yylex_token: send
1760510186.356470 yylex_token: end at WS
1760510186.356471 yylex_token: -M
1760510186.356472 yylex_token: end at WS
1760510186.356472 yylex_token: copy-mode
1760510186.356473 yylex_token: end at WS
1760510186.356474 yylex_token: -M
1760510186.356475 cmd_parse_build_commands 0:0: bind
1760510186.356476 cmd_parse_build_commands 0:1: -n
1760510186.356477 cmd_parse_build_commands 0:2: MouseDrag1Pane
1760510186.356478 cmd_parse_build_commands 0:3 0:0: if
1760510186.356479 cmd_parse_build_commands 0:3 0:1: -F
1760510186.356480 cmd_parse_build_commands 0:3 0:2: #{||:#{pane_in_mode},#{mouse_any_flag}}
1760510186.356481 cmd_parse_build_commands 0:3 0:3 0:0: send
1760510186.356481 cmd_parse_build_commands 0:3 0:3 0:1: -M
1760510186.356482 cmd_parse_build_commands 0:3 0:4 0:0: copy-mode
1760510186.356483 cmd_parse_build_commands 0:3 0:4 0:1: -M
1760510186.356484 cmd_parse_build_commands 0:0: if
1760510186.356485 cmd_parse_build_commands 0:1: -F
1760510186.356486 cmd_parse_build_commands 0:2: #{||:#{pane_in_mode},#{mouse_any_flag}}
1760510186.356487 cmd_parse_build_commands 0:3 0:0: send
1760510186.356488 cmd_parse_build_commands 0:3 0:1: -M
1760510186.356489 cmd_parse_build_commands 0:4 0:0: copy-mode
1760510186.356490 cmd_parse_build_commands 0:4 0:1: -M
1760510186.356491 cmd_parse_build_commands 0:0: send
1760510186.356492 cmd_parse_build_commands 0:1: -M
1760510186.356493 args_parse_flags: next -M
1760510186.356494 args_parse_flags: -M
1760510186.356495 args_parse: flags end at 2 of 2
1760510186.356496 cmd_parse_build_commands: send-keys -M
1760510186.356497 cmd_parse_build_commands 0:0: copy-mode
1760510186.356497 cmd_parse_build_commands 0:1: -M
1760510186.356498 args_parse_flags: next -M
1760510186.356499 args_parse_flags: -M
1760510186.356500 args_parse: flags end at 2 of 2
1760510186.356501 cmd_parse_build_commands: copy-mode -M
1760510186.356502 args_parse_flags: next -F
1760510186.356503 args_parse_flags: -F
1760510186.356506 args_parse_flags: next #{||:#{pane_in_mode},#{mouse_any_flag}}
1760510186.356507 args_parse: flags end at 2 of 5
1760510186.356508 args_parse: 2 = #{||:#{pane_in_mode},#{mouse_any_flag}} (type STRING)
1760510186.356509 args_parse: 3 = send-keys -M (type COMMANDS)
1760510186.356510 args_parse: 4 = copy-mode -M (type COMMANDS)
1760510186.356513 cmd_parse_build_commands: if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -M }
1760510186.356513 args_parse_flags: next -n
1760510186.356514 args_parse_flags: -n
1760510186.356515 args_parse_flags: next MouseDrag1Pane
1760510186.356516 args_parse: flags end at 2 of 4
1760510186.356517 args_parse: 2 = MouseDrag1Pane (type STRING)
1760510186.356519 args_parse: 3 = if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -M } (type COMMANDS)
1760510186.356522 cmd_parse_build_commands: bind-key -n MouseDrag1Pane { if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -M } }
1760510186.356523 cmdq_get_command: [bind-key/0x55da559a5040] group 853
1760510186.356524 cmdq_append <global>: [bind-key/0x55da559a5040]
1760510186.356525 yylex_token: end at WS
1760510186.356526 yylex_token: bind
1760510186.356527 yylex_token: end at WS
1760510186.356527 yylex_token: -n
1760510186.356528 yylex_token: end at WS
1760510186.356529 yylex_token: WheelUpPane
1760510186.356530 yylex_token: end at WS
1760510186.356531 yylex_token: if
1760510186.356531 yylex_token: end at WS
1760510186.356532 yylex_token: -F
1760510186.356533 yylex_token: end at WS
1760510186.356534 yylex_token: #{||:#{pane_in_mode},#{mouse_any_flag}}
1760510186.356535 yylex_token: end at WS
1760510186.356535 yylex_token: send
1760510186.356536 yylex_token: end at WS
1760510186.356538 yylex_token: -M
1760510186.356539 yylex_token: end at WS
1760510186.356540 yylex_token: copy-mode
1760510186.356541 yylex_token: end at WS
1760510186.356541 yylex_token: -e
1760510186.356542 cmd_parse_build_commands 0:0: bind
1760510186.356543 cmd_parse_build_commands 0:1: -n
1760510186.356544 cmd_parse_build_commands 0:2: WheelUpPane
1760510186.356545 cmd_parse_build_commands 0:3 0:0: if
1760510186.356546 cmd_parse_build_commands 0:3 0:1: -F
1760510186.356547 cmd_parse_build_commands 0:3 0:2: #{||:#{pane_in_mode},#{mouse_any_flag}}
1760510186.356548 cmd_parse_build_commands 0:3 0:3 0:0: send
1760510186.356549 cmd_parse_build_commands 0:3 0:3 0:1: -M
1760510186.356550 cmd_parse_build_commands 0:3 0:4 0:0: copy-mode
1760510186.356550 cmd_parse_build_commands 0:3 0:4 0:1: -e
1760510186.356551 cmd_parse_build_commands 0:0: if
1760510186.356552 cmd_parse_build_commands 0:1: -F
1760510186.356553 cmd_parse_build_commands 0:2: #{||:#{pane_in_mode},#{mouse_any_flag}}
1760510186.356554 cmd_parse_build_commands 0:3 0:0: send
1760510186.356555 cmd_parse_build_commands 0:3 0:1: -M
1760510186.356556 cmd_parse_build_commands 0:4 0:0: copy-mode
1760510186.356557 cmd_parse_build_commands 0:4 0:1: -e
1760510186.356558 cmd_parse_build_commands 0:0: send
1760510186.356559 cmd_parse_build_commands 0:1: -M
1760510186.356560 args_parse_flags: next -M
1760510186.356561 args_parse_flags: -M
1760510186.356562 args_parse: flags end at 2 of 2
1760510186.356563 cmd_parse_build_commands: send-keys -M
1760510186.356564 cmd_parse_build_commands 0:0: copy-mode
1760510186.356564 cmd_parse_build_commands 0:1: -e
1760510186.356565 args_parse_flags: next -e
1760510186.356566 args_parse_flags: -e
1760510186.356567 args_parse: flags end at 2 of 2
1760510186.356568 cmd_parse_build_commands: copy-mode -e
1760510186.356569 args_parse_flags: next -F
1760510186.356570 args_parse_flags: -F
1760510186.356570 args_parse_flags: next #{||:#{pane_in_mode},#{mouse_any_flag}}
1760510186.356571 args_parse: flags end at 2 of 5
1760510186.356572 args_parse: 2 = #{||:#{pane_in_mode},#{mouse_any_flag}} (type STRING)
1760510186.356573 args_parse: 3 = send-keys -M (type COMMANDS)
1760510186.356574 args_parse: 4 = copy-mode -e (type COMMANDS)
1760510186.356576 cmd_parse_build_commands: if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -e }
1760510186.356577 args_parse_flags: next -n
1760510186.356578 args_parse_flags: -n
1760510186.356579 args_parse_flags: next WheelUpPane
1760510186.356580 args_parse: flags end at 2 of 4
1760510186.356581 args_parse: 2 = WheelUpPane (type STRING)
1760510186.356583 args_parse: 3 = if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -e } (type COMMANDS)
1760510186.356585 cmd_parse_build_commands: bind-key -n WheelUpPane { if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -e } }
1760510186.356587 cmdq_get_command: [bind-key/0x55da559a1a70] group 869
1760510186.356588 cmdq_append <global>: [bind-key/0x55da559a1a70]
1760510186.356588 yylex_token: end at WS
1760510186.356589 yylex_token: bind
1760510186.356590 yylex_token: end at WS
1760510186.356591 yylex_token: -n
1760510186.356591 yylex_token: end at WS
1760510186.356592 yylex_token: MouseDown2Pane
1760510186.356593 yylex_token: end at WS
1760510186.356594 yylex_token: select-pane
1760510186.356595 yylex_token: end at ;
1760510186.356595 yylex_token: -t=
1760510186.356596 yylex_token: end at WS
1760510186.356597 yylex_token: if
1760510186.356598 yylex_token: end at WS
1760510186.356598 yylex_token: -F
1760510186.356600 yylex_token: end at WS
1760510186.356600 yylex_token: #{||:#{pane_in_mode},#{mouse_any_flag}}
1760510186.356601 yylex_token: end at WS
1760510186.356602 yylex_token: send
1760510186.356603 yylex_token: end at WS
1760510186.356603 yylex_token: -M
1760510186.356604 yylex_token: end at WS
1760510186.356605 yylex_token: paste
1760510186.356606 yylex_token: end at WS
1760510186.356607 yylex_token: -p
1760510186.356608 cmd_parse_build_commands 0:0: bind
1760510186.356608 cmd_parse_build_commands 0:1: -n
1760510186.356610 cmd_parse_build_commands 0:2: MouseDown2Pane
1760510186.356612 cmd_parse_build_commands 0:3 0:0: select-pane
1760510186.356613 cmd_parse_build_commands 0:3 0:1: -t=
1760510186.356613 cmd_parse_build_commands 0:3 1:0: if
1760510186.356614 cmd_parse_build_commands 0:3 1:1: -F
1760510186.356615 cmd_parse_build_commands 0:3 1:2: #{||:#{pane_in_mode},#{mouse_any_flag}}
1760510186.356616 cmd_parse_build_commands 0:3 1:3 0:0: send
